id,sentiment
"12311_10",0.9978411793708801
"8348_2",0.0045483410358428955
"5828_4",0.03900390863418579
"7186_2",0.2126418948173523
"12128_7",0.992199182510376
"2913_8",0.5989869832992554
"4396_1",0.004209429025650024
"395_2",0.5462614893913269
"10616_1",0.0017740130424499512
"9074_9",0.28593552112579346
"9252_3",0.011038213968276978
"9896_9",0.03821536898612976
"574_4",0.16521111130714417
"11182_8",0.12428942322731018
"11656_4",0.524983286857605
"2322_4",0.9832472801208496
"8703_1",0.009071499109268188
"7483_1",0.09315991401672363
"6007_10",0.9972467422485352
"12424_4",0.008879601955413818
"4672_1",0.0032084882259368896
"10841_3",0.012013077735900879
"8954_7",0.37122032046318054
"7392_1",0.006638020277023315
"10288_8",0.9961624145507812
"5343_4",0.005097448825836182
"4950_1",0.0017770230770111084
"9257_4",0.4086840748786926
"8689_3",0.03289437294006348
"4480_2",0.008798778057098389
"9286_10",0.9966887831687927
"12245_10",0.9982597827911377
"7529_7",0.9815117120742798
"4_4",0.010915398597717285
"5299_2",0.006017088890075684
"12077_8",0.9648479223251343
"10701_2",0.004378020763397217
"11579_1",0.005173981189727783
"10993_1",0.011754840612411499
"8913_1",0.02770218253135681
"1350_3",0.02753227949142456
"3804_2",0.003042161464691162
"5025_3",0.7625337839126587
"5170_8",0.205560564994812
"8225_8",0.9966577887535095
"6427_7",0.9937066435813904
"3165_3",0.04812636971473694
"7902_9",0.9980897903442383
"8208_3",0.0018133223056793213
"3577_8",0.993806779384613
"4865_1",0.0029158592224121094
"9063_3",0.007905334234237671
"1106_1",0.3562231659889221
"1117_9",0.9797587394714355
"1050_4",0.1359577178955078
"10755_9",0.8825160264968872
"2729_8",0.9758375883102417
"10072_10",0.9955563545227051
"2904_7",0.9973427057266235
"4584_2",0.6484396457672119
"189_4",0.02485617995262146
"6302_4",0.023085862398147583
"8138_9",0.7343435287475586
"1262_1",0.008810877799987793
"2199_10",0.9970284700393677
"6551_7",0.42395418882369995
"8082_7",0.03625035285949707
"4897_8",0.997611939907074
"7360_1",0.021076709032058716
"11012_10",0.9928847551345825
"12046_1",0.015387296676635742
"2331_2",0.2728646695613861
"8961_9",0.9974014759063721
"751_7",0.9532070159912109
"9884_10",0.9773448705673218
"10016_8",0.9882797002792358
"8023_10",0.9350783824920654
"2628_1",0.0026579201221466064
"5832_1",0.004886448383331299
"7302_1",0.005971640348434448
"4501_3",0.08429419994354248
"1121_7",0.8665030598640442
"8334_3",0.9017698764801025
"9789_10",0.8984997868537903
"4230_10",0.8760486245155334
"824_4",0.004744738340377808
"6803_9",0.4383932650089264
"3086_7",0.9825261235237122
"1135_8",0.9926559925079346
"10136_1",0.002485305070877075
"11129_3",0.004725903272628784
"2072_8",0.31750911474227905
"9501_7",0.9933441877365112
"319_10",0.9963011741638184
"1693_7",0.9961128234863281
"10886_1",0.0025959908962249756
"9406_8",0.895226776599884
"10376_10",0.12887004017829895
"9902_1",0.009975641965866089
"9938_8",0.7818294763565063
"7080_9",0.3589295446872711
"11944_8",0.07365366816520691
"5249_1",0.0046503543853759766
"9599_2",0.7163406610488892
"9620_1",0.03399661183357239
"11244_1",0.02828037738800049
"6841_10",0.9958209991455078
"10050_4",0.9738359451293945
"10512_9",0.9878212213516235
"11327_3",0.0035665035247802734
"10681_8",0.9882739782333374
"808_3",0.015319287776947021
"546_7",0.9971076250076294
"10765_1",0.0015639662742614746
"7189_9",0.9190220236778259
"6005_9",0.9855138659477234
"11915_9",0.9958232045173645
"5740_10",0.9885936975479126
"7097_10",0.4320751428604126
"9573_10",0.9213509559631348
"5084_4",0.1985260546207428
"12332_7",0.5280256271362305
"8154_1",0.0038885176181793213
"5610_1",0.07531294226646423
"5323_9",0.9821778535842896
"11034_8",0.9706786870956421
"3977_2",0.008727163076400757
"12380_7",0.32144343852996826
"1737_8",0.9702898263931274
"6030_9",0.9457063674926758
"5918_7",0.9920511245727539
"7061_9",0.9658304452896118
"266_8",0.9756854772567749
"1375_10",0.9955909252166748
"8648_3",0.0019504129886627197
"10146_10",0.9873007535934448
"4578_10",0.9966938495635986
"4685_8",0.9953780174255371
"11843_9",0.9874849319458008
"5467_10",0.9979114532470703
"10140_10",0.9665360450744629
"7721_8",0.9931662678718567
"11208_10",0.09885787963867188
"1063_10",0.9964025616645813
"8260_10",0.8567960858345032
"3182_9",0.9970923662185669
"2797_8",0.9819954633712769
"7613_2",0.9798938035964966
"11624_4",0.003957271575927734
"4847_10",0.9856845140457153
"10684_7",0.788562536239624
"6312_1",0.2243240773677826
"4925_3",0.003147602081298828
"4125_1",0.002690911293029785
"2394_10",0.9982699751853943
"12105_10",0.8448154926300049
"7812_1",0.0026513338088989258
"1061_8",0.996171236038208
"9343_3",0.8858059048652649
"7696_10",0.997959554195404
"9355_10",0.998152494430542
"782_9",0.9977041482925415
"9882_10",0.9975838661193848
"10642_10",0.9935792684555054
"7410_2",0.0029532015323638916
"9591_4",0.0068318843841552734
"11902_3",0.1448211371898651
"3495_7",0.038051754236221313
"6733_1",0.0034827888011932373
"4552_1",0.001578211784362793
"6722_1",0.007265001535415649
"188_10",0.9941373467445374
"5099_10",0.9888278245925903
"10313_1",0.013050287961959839
"6756_9",0.8542301654815674
"6622_2",0.0033844411373138428
"4807_10",0.9982519149780273
"7173_3",0.021391570568084717
"11321_8",0.19498074054718018
"7909_9",0.13639289140701294
"8012_7",0.008085399866104126
"8615_4",0.005171746015548706
"8117_10",0.9894943237304688
"1892_10",0.9877362251281738
"4617_1",0.05886644124984741
"1893_8",0.994356632232666
"5435_1",0.0036605894565582275
"162_3",0.004069000482559204
"6516_10",0.9978429079055786
"11588_7",0.7711739540100098
"2006_1",0.004935860633850098
"1594_4",0.39848390221595764
"1472_1",0.0027974843978881836
"3647_1",0.0871996283531189
"174_7",0.9819861054420471
"5539_7",0.004601597785949707
"3384_10",0.9973539113998413
"3811_4",0.114723801612854
"4079_8",0.06555956602096558
"1179_7",0.9922229051589966
"3069_9",0.9974910020828247
"3769_8",0.981197714805603
"9247_10",0.9688035845756531
"10434_1",0.002328038215637207
"1147_10",0.995136022567749
"5344_7",0.9947401285171509
"8073_10",0.9921191930770874
"7833_3",0.0025699734687805176
"8370_1",0.006806910037994385
"9007_8",0.005783021450042725
"6624_7",0.7814044952392578
"6683_3",0.03741613030433655
"12275_7",0.14689019322395325
"11927_8",0.9744153022766113
"1560_10",0.9969066381454468
"1325_9",0.5711078643798828
"3548_8",0.02359980344772339
"607_1",0.001801520586013794
"6702_7",0.2249128818511963
"5702_3",0.0043929219245910645
"11345_8",0.9920653104782104
"3428_4",0.1872999668121338
"7209_9",0.9973646402359009
"8425_8",0.9952845573425293
"3087_1",0.003668159246444702
"1119_8",0.2859688103199005
"5715_3",0.3992796242237091
"8645_1",0.013743430376052856
"2149_3",0.0026665329933166504
"10403_10",0.9304618835449219
"5628_1",0.025803595781326294
"5570_10",0.9979435205459595
"1613_3",0.006532102823257446
"1454_4",0.9959143996238708
"5094_3",0.010608017444610596
"7982_1",0.06444525718688965
"6894_2",0.9886521100997925
"6554_1",0.03058648109436035
"4721_3",0.024467378854751587
"6904_4",0.007265746593475342
"893_8",0.9979081749916077
"4605_4",0.20488861203193665
"11516_7",0.22100940346717834
"11718_7",0.9977850914001465
"5956_1",0.0025066733360290527
"7455_9",0.08469277620315552
"6396_4",0.8843818306922913
"1223_8",0.9817052483558655
"8556_1",0.004244685173034668
"6108_8",0.8013238906860352
"11690_1",0.0018832683563232422
"3778_9",0.9396272897720337
"3627_4",0.8095688819885254
"8256_4",0.014424234628677368
"533_1",0.0026278793811798096
"5235_4",0.008009672164916992
"621_2",0.007494747638702393
"5365_1",0.03459694981575012
"8180_3",0.3575139045715332
"7396_7",0.05645143985748291
"9776_10",0.9733771681785583
"8175_10",0.9952729940414429
"3128_1",0.011151492595672607
"4606_1",0.00837695598602295
"6158_2",0.008924812078475952
"3281_10",0.8446738719940186
"4723_4",0.015351325273513794
"11994_3",0.033195942640304565
"7701_1",0.0014798641204833984
"103_3",0.13311991095542908
"8908_10",0.9970778226852417
"8876_1",0.00401642918586731
"7519_9",0.8651283979415894
"12456_8",0.8560754656791687
"9514_8",0.5079771876335144
"8680_8",0.7257322669029236
"12402_10",0.9936193823814392
"362_2",0.02315312623977661
"9825_7",0.9928181171417236
"2913_3",0.09778976440429688
"7164_8",0.9942260384559631
"11177_7",0.6112776398658752
"5707_10",0.9974032640457153
"8103_10",0.9819340109825134
"6289_1",0.004020959138870239
"11754_1",0.19798129796981812
"11640_10",0.8875788450241089
"9933_7",0.6667698621749878
"185_10",0.9918730854988098
"242_10",0.9982767105102539
"9369_8",0.9650276899337769
"7453_10",0.9852355718612671
"7514_7",0.00793224573135376
"10860_2",0.005486190319061279
"8663_8",0.9633488655090332
"9108_1",0.0037674307823181152
"7941_1",0.005612790584564209
"10116_1",0.0016276240348815918
"9841_4",0.017345786094665527
"4512_9",0.9896261096000671
"4853_2",0.022188276052474976
"2664_4",0.09472566843032837
"9966_10",0.9952839612960815
"5167_2",0.0034488141536712646
"3894_2",0.0078200101852417
"3929_8",0.7648876309394836
"7165_10",0.994117259979248
"5451_8",0.47276192903518677
"2947_4",0.17378997802734375
"4611_10",0.9400908946990967
