id,sentiment
"12311_10",0.9947599172592163
"8348_2",0.01606607437133789
"5828_4",0.19410142302513123
"7186_2",0.5259373188018799
"12128_7",0.9847218990325928
"2913_8",0.7340121269226074
"4396_1",0.016498297452926636
"395_2",0.7315199971199036
"10616_1",0.004336237907409668
"9074_9",0.5371749997138977
"9252_3",0.03271549940109253
"9896_9",0.14312800765037537
"574_4",0.5416340231895447
"11182_8",0.4729936122894287
"11656_4",0.6092566847801208
"2322_4",0.9687255620956421
"8703_1",0.06159985065460205
"7483_1",0.28181976079940796
"6007_10",0.9932385683059692
"12424_4",0.023227989673614502
"4672_1",0.007550418376922607
"10841_3",0.09382930397987366
"8954_7",0.710628867149353
"7392_1",0.031058043241500854
"10288_8",0.9891229271888733
"5343_4",0.021016359329223633
"4950_1",0.00397530198097229
"9257_4",0.6786386370658875
"8689_3",0.13990384340286255
"4480_2",0.02602514624595642
"9286_10",0.9909711480140686
"12245_10",0.9958802461624146
"7529_7",0.9614498615264893
"4_4",0.04893767833709717
"5299_2",0.025704622268676758
"12077_8",0.9646192193031311
"10701_2",0.02166306972503662
"11579_1",0.020518720149993896
"10993_1",0.07960134744644165
"8913_1",0.08177933096885681
"1350_3",0.1632554829120636
"3804_2",0.01086929440498352
"5025_3",0.8156131505966187
"5170_8",0.5899944305419922
"8225_8",0.9914697408676147
"6427_7",0.9863852262496948
"3165_3",0.22601094841957092
"7902_9",0.9955137968063354
"8208_3",0.003969669342041016
"3577_8",0.9810945391654968
"4865_1",0.008931666612625122
"9063_3",0.032145142555236816
"1106_1",0.6361613273620605
"1117_9",0.965749204158783
"1050_4",0.25888651609420776
"10755_9",0.8963786363601685
"2729_8",0.9571648836135864
"10072_10",0.989219069480896
"2904_7",0.9932562708854675
"4584_2",0.8240724205970764
"189_4",0.11285144090652466
"6302_4",0.06485876441001892
"8138_9",0.8327906131744385
"1262_1",0.04893183708190918
"2199_10",0.9930692315101624
"6551_7",0.642640233039856
"8082_7",0.17324066162109375
"4897_8",0.9939143657684326
"7360_1",0.061729758977890015
"11012_10",0.9829280972480774
"12046_1",0.06443905830383301
"2331_2",0.6917952299118042
"8961_9",0.9933193922042847
"751_7",0.9186528921127319
"9884_10",0.9656589031219482
"10016_8",0.9797704219818115
"8023_10",0.945895791053772
